Date,Open,High,Low,Close,Adj Close,Volume
02-01-2018,42.540001,43.075001,42.314999,43.064999,40.776524,102223600
03-01-2018,43.1325,43.637501,42.990002,43.057499,40.769421,118071600
04-01-2018,43.134998,43.3675,43.02,43.2575,40.958801,89738400
05-01-2018,43.360001,43.842499,43.262501,43.75,41.425121,94640000
08-01-2018,43.587502,43.9025,43.482498,43.587502,41.271267,82271200
09-01-2018,43.637501,43.764999,43.352501,43.5825,41.266529,86336000
10-01-2018,43.290001,43.575001,43.25,43.572498,41.257061,95839600
11-01-2018,43.647499,43.872501,43.622501,43.82,41.491413,74670800
12-01-2018,44.044998,44.34,43.912498,44.272499,41.919861,101672400
16-01-2018,44.474998,44.8475,44.035,44.047501,41.70681,118263600
17-01-2018,44.037498,44.8125,43.767502,44.775002,42.395653,137547200
18-01-2018,44.842499,45.025002,44.5625,44.814999,42.433533,124773600
19-01-2018,44.6525,44.895,44.352501,44.615002,42.24416,129700400
22-01-2018,44.325001,44.445,44.150002,44.25,41.898552,108434400
23-01-2018,44.325001,44.860001,44.205002,44.259998,41.908024,130756400
24-01-2018,44.3125,44.325001,43.299999,43.555,41.240482,204420400
25-01-2018,43.627499,43.737499,42.6325,42.7775,40.504307,166116000
26-01-2018,43,43,42.514999,42.877499,40.598984,156572000
29-01-2018,42.540001,42.540001,41.767502,41.990002,39.758656,202561600
30-01-2018,41.3825,41.842499,41.174999,41.7425,39.524307,184192800
31-01-2018,41.717499,42.110001,41.625,41.857498,39.633198,129915600
01-02-2018,41.7925,42.154999,41.689999,41.945,39.716045,188923200
02-02-2018,41.5,41.700001,40.025002,40.125,37.99276,346375200
05-02-2018,39.775002,40.970001,39,39.122501,37.043526,290954000
06-02-2018,38.7075,40.93,38.5,40.7575,38.591644,272975200
07-02-2018,40.772499,40.849998,39.767502,39.884998,37.765503,206434400
08-02-2018,40.072498,40.25,38.7575,38.787498,36.726334,217562000
09-02-2018,39.267502,39.4725,37.560001,39.102501,37.175556,282690400
12-02-2018,39.625,40.9725,39.377499,40.677502,38.672935,243278000
13-02-2018,40.487499,41.1875,40.412498,41.084999,39.060349,130196800
14-02-2018,40.759998,41.884998,40.720001,41.842499,39.78051,162579600
15-02-2018,42.447498,43.272499,42.25,43.247501,41.116291,204588800
16-02-2018,43.09,43.705002,42.942501,43.107498,40.983177,160704400
20-02-2018,43.012501,43.564999,42.855,42.962502,40.845329,135722000
21-02-2018,43.2075,43.529999,42.752499,42.767502,40.659939,149886400
22-02-2018,42.950001,43.487499,42.927502,43.125,40.999825,123967600
23-02-2018,43.4175,43.912498,43.384998,43.875,41.71286,135249600
26-02-2018,44.087502,44.8475,44.052502,44.7425,42.537621,152648800
27-02-2018,44.775002,45.119999,44.540001,44.5975,42.399757,155712400
28-02-2018,44.814999,45.154999,44.512501,44.529999,42.335583,151128400
01-03-2018,44.634998,44.945,43.165001,43.75,41.594017,195208000
02-03-2018,43.200001,44.075001,43.112499,44.052502,41.881615,153816000
05-03-2018,43.802502,44.435001,43.630001,44.205002,42.026596,113605600
06-03-2018,44.477501,44.5625,44.032501,44.1675,41.990948,95154000
07-03-2018,43.735001,43.962502,43.567501,43.7575,41.601147,126814000
08-03-2018,43.869999,44.279999,43.767502,44.235001,42.055122,95096400
09-03-2018,44.490002,45,44.3475,44.994999,42.777664,128740800
12-03-2018,45.072498,45.5975,45.052502,45.43,43.191227,128828400
13-03-2018,45.647499,45.875,44.810001,44.9925,42.775284,126774000
14-03-2018,45.080002,45.130001,44.452499,44.610001,42.411648,117473600
15-03-2018,44.625,45.060001,44.517502,44.662498,42.461559,90975200
16-03-2018,44.662498,44.779999,44.404999,44.505001,42.311817,157618800
19-03-2018,44.330002,44.3675,43.415001,43.825001,41.665325,133787200
20-03-2018,43.810001,44.200001,43.735001,43.810001,41.651066,78597600
21-03-2018,43.759998,43.772499,42.814999,42.817501,40.707474,148219600
22-03-2018,42.5,43.169998,42.150002,42.212502,40.132286,165963200
23-03-2018,42.0975,42.48,41.235001,41.235001,39.202961,164115200
26-03-2018,42.017502,43.275002,41.610001,43.192501,41.063992,150164800
27-03-2018,43.419998,43.787498,41.73,42.084999,40.01107,163690400
28-03-2018,41.8125,42.505001,41.297501,41.619999,39.568989,166674000
29-03-2018,41.952499,42.9375,41.724998,41.945,39.877972,153594000
02-04-2018,41.66,42.235001,41.1175,41.669998,39.616528,150347200
03-04-2018,41.91,42.1875,41.220001,42.0975,40.022949,121112000
04-04-2018,41.220001,43.002499,41.192501,42.9025,40.78828,138422000
05-04-2018,43.145,43.557499,43.02,43.200001,41.071125,107732800
06-04-2018,42.7425,43.119999,42.049999,42.095001,40.020576,140021200
09-04-2018,42.470001,43.272499,42.462502,42.512501,40.417511,116070800
10-04-2018,43.25,43.5,42.8825,43.3125,41.178085,113634400
11-04-2018,43.057499,43.48,42.924999,43.110001,40.985561,89726400
12-04-2018,43.352501,43.75,43.259998,43.535,41.389614,91557200
13-04-2018,43.695,43.959999,43.462502,43.682499,41.529839,100497200
16-04-2018,43.7575,44.047501,43.7075,43.955002,41.788929,86313600
17-04-2018,44.122501,44.735001,44.102501,44.560001,42.364101,106421600
18-04-2018,44.452499,44.705002,44.220001,44.459999,42.269032,83018000
19-04-2018,43.439999,43.8475,43.165001,43.200001,41.071125,139235200
20-04-2018,42.650002,42.805,41.357498,41.43,39.388359,261964400
23-04-2018,41.7075,41.73,41.022499,41.310001,39.274265,146062000
24-04-2018,41.4175,41.5825,40.305,40.735001,38.7276,134768000
25-04-2018,40.654999,41.355,40.602501,40.912498,38.896355,113528400
26-04-2018,41.029999,41.432499,40.842499,41.055,39.031826,111852000
27-04-2018,41,41.0825,40.157501,40.580002,38.580238,142623200
30-04-2018,40.532501,41.814999,40.459999,41.314999,39.279015,169709600
01-05-2018,41.602501,42.299999,41.317501,42.275002,40.191708,214277600
02-05-2018,43.807499,44.4375,43.450001,44.142502,41.967178,266157600
03-05-2018,43.970001,44.375,43.610001,44.2225,42.043232,136272800
04-05-2018,44.5625,46.0625,44.5425,45.9575,43.692741,224805200
07-05-2018,46.294998,46.9175,46.1875,46.290001,44.008854,169805600
08-05-2018,46.247501,46.555,45.9175,46.512501,44.220379,113611200
09-05-2018,46.637501,46.849998,46.305,46.84,44.531746,92844800
10-05-2018,46.935001,47.592499,46.912498,47.509998,45.168732,111957200
11-05-2018,47.372501,47.514999,46.862499,47.147499,44.996937,104848800
14-05-2018,47.252499,47.3825,46.965,47.037498,44.89196,83115200
15-05-2018,46.695,46.767502,46.275002,46.610001,44.483955,94780800
16-05-2018,46.517502,47.115002,46.5,47.044998,44.899113,76732400
17-05-2018,47,47.227501,46.59,46.747501,44.615189,69176000
18-05-2018,46.797501,46.952499,46.532501,46.577499,44.452942,73190800
21-05-2018,47,47.317501,46.727501,46.907501,44.767887,73603200
22-05-2018,47.095001,47.220001,46.695,46.790001,44.655739,60962800
23-05-2018,46.587502,47.125,46.439999,47.09,44.942062,80233600
24-05-2018,47.192501,47.209999,46.552502,47.037498,44.89196,92936000
25-05-2018,47.057499,47.412498,46.912498,47.145,44.994549,69844000
29-05-2018,46.900002,47.1875,46.717499,46.974998,44.832306,90056400
30-05-2018,46.93,47,46.695,46.875,44.736862,74762000
31-05-2018,46.805,47.057499,46.535,46.717499,44.586552,109931200
01-06-2018,46.997501,47.564999,46.9375,47.560001,45.390625,93770000
04-06-2018,47.91,48.355,47.837502,47.9575,45.769981,105064800
05-06-2018,48.267502,48.485001,48.09,48.327499,46.123108,86264000
06-06-2018,48.407501,48.52,47.98,48.494999,46.282974,83734400
07-06-2018,48.535,48.549999,48.084999,48.365002,46.158897,85388800
08-06-2018,47.7925,48,47.442501,47.924999,45.738972,106627200
11-06-2018,47.837502,47.9925,47.552502,47.807499,45.626823,73234000
12-06-2018,47.8475,48.1525,47.787498,48.07,45.877357,67644400
13-06-2018,48.105,48.220001,47.610001,47.674999,45.500378,86553600
14-06-2018,47.887501,47.892502,47.555,47.700001,45.524235,86440400
15-06-2018,47.5075,47.540001,47.064999,47.209999,45.056587,246876800
18-06-2018,46.970001,47.305,46.799999,47.185001,45.032722,73939600
19-06-2018,46.285,46.5825,45.862499,46.422501,44.305008,134314000
20-06-2018,46.587502,46.799999,46.432499,46.625,44.498272,82514800
21-06-2018,46.8125,47.087502,46.235001,46.365002,44.250137,102847600
22-06-2018,46.529999,46.537498,46.174999,46.23,44.121281,108801600
25-06-2018,45.849998,46.23,45.182499,45.5425,43.465145,126652400
26-06-2018,45.747501,46.6325,45.634998,46.107498,44.004375,98276800
27-06-2018,46.307499,46.82,46.0075,46.040001,43.93996,101141200
28-06-2018,46.025002,46.552502,45.950001,46.375,44.259674,69460800
29-06-2018,46.572498,46.797501,45.727501,46.2775,44.166634,90950800
02-07-2018,45.955002,46.825001,45.855,46.794998,44.660515,70925200
03-07-2018,46.947498,46.987499,45.884998,45.98,43.882694,55819200
05-07-2018,46.314999,46.602501,46.07,46.349998,44.235809,66416800
06-07-2018,46.355,47.107498,46.299999,46.9925,44.84901,69940800
09-07-2018,47.375,47.669998,47.325001,47.645,45.471745,79026400
10-07-2018,47.677502,47.82,47.544998,47.587502,45.416878,63756400
11-07-2018,47.125,47.445,46.9025,46.970001,44.82753,75326000
12-07-2018,47.3825,47.852501,47.327499,47.7575,45.579109,72164400
13-07-2018,47.77,47.959999,47.724998,47.8325,45.6507,50055600
16-07-2018,47.880001,48.162498,47.605,47.727501,45.550472,60172400
17-07-2018,47.4375,47.967499,47.299999,47.862499,45.679325,62138000
18-07-2018,47.945,47.950001,47.482498,47.599998,45.428791,65573600
19-07-2018,47.422501,48.137501,47.422501,47.970001,45.781921,81147200
20-07-2018,47.945,48.107498,47.5425,47.860001,45.676941,82704800
23-07-2018,47.669998,47.990002,47.389999,47.9025,45.717503,63957600
24-07-2018,48.112499,48.415001,48.012501,48.25,46.049141,74791600
25-07-2018,48.264999,48.712502,48.107498,48.705002,46.483402,66839600
26-07-2018,48.6525,48.990002,48.4025,48.552502,46.33786,76304000
